id,document,label
9259368,지금봐도재밌다 옛날꺼란건알았지만 96년작일줄은ㄷ,1
8148714,재밌고 감동까지 재밌었어요!,1
9875537,목소리.. 연기.. 존좋..,1
6799290,투톱배우 및 한일합작이라는 취지외에는 허술하고 마치 인디 영화같이 어설픔,0
7860365,가난이 범죄로 직결된다고 주인공들을 통해 말하는데. 그럼 우리 사회는 가난한 부모들이 많아져서 청소년 범죄가 증가했다는 건가?,0
6431130,이영화가 아니었음 사교댄스는 아직도 촌동네 카바레에서 불륜커플 작업용에 머물러 있었겠지... 음성적인 춤문화를 양지로 끌어올리는데 큰 역할을 한 영화... 이영화 아니었음 무도 댄스스포츠특집도 없었고 댄싱위드더스타가 시즌2 까지 나올수도 없었을것,1
8697173,부드럽고 무거운 영화 자연스레 이야기를 따라가보자,1
6386968,"오죽하면 sf,코미디,공포,판타지라는 장르에 모두 포함된다고 분류를 해놨을까...",0
4908017,참 처음엔괜찮았는데 왜 뒤로갈수록 개판이냐?,0
2435167,숨겨진 이영화의 X맨을 찾아라.,0
6368090,실제로는 거의 안죽었다는데.. 손원일제독나오려나?(몸소 해병대이끌고 돌격함),1
9708672,그동안 슬픈 멜로들 보면서 펑펑 울었는데 이런 신선한 영화도 괜찮은듯하네요 사랑에 대해 많은 생각을 하게 되는 영화네요,1
8881533,베스트댓글 로페즈(bk10****)님 말도 맞지만.. 입장바꿔서 태평양과 인도차이나에서 죽어간 일본군병사들도 일본군국주의자 희생자였고 힘없는약자 우리와 똑같은 인간으로 묘사할 수 있나요?? 일본군국주의를 지탱한 것은 누구도 아닌 일본국민들이죠.,1
7420891,의리,0
8675556,배우들만 고생한 영화내용들이 너무 재미없엇다ㅠ,0
9507225,현실에 돌아가는 쓰레기 세상을 억지로 보느니 차라리 영화속에서 라도 유쾌하게 통쾌했다. 그걸로도 충분하다.영화니까,1
9690105,해외수니는 웁니다..,1
10214457,ㅠㅠ 그냐 안봤느넫 1저 ㅁ주고 싶다 ㅋㅋ,0
1651140,1점도 너무많아,0
8961896,1점주는 사람들은 뭐지? 영화를 제대로 보긴한건가 ㅋㅋ 남자는 죄다 잔다는 억지스러운 헛소리도 있고; 남자지만 감정이입해서 봤구만 무슨,1
4496193,참... 나이가 들면서 더 생각나네. 일본놈들 만화는 진짜 최고.,1
2095544,악인들의 의리를 다룬 낭만주의서부극!마지막 총격신이 압권!,1
62019,엠비씨 무비즈에서 봤는데. 정말 감동적인 영화였어요.,1
3027233,아 ㅅㅂ 동생 땜에 봤는데 영화수면제냐?? 어쩌자는겨 아 돈아까워 죽겠네,0
8522802,애니라고 해서 러닝타임이 짧아야 될 이유는 없었는데.. 2 시간 넘는 애니도 많은데 너무 많은 내용을 짧은 시간에 담으려고 했슴.,1
6414420,bomb,0
4218402,스티브잔땜에 본다 ㅋㅋ 너무귀여워~~,1
8513167,tv 전가세가 아깝다!!!,0
5477234,날처음으로 로긴하게 하네 화난다 화나,0
8796637,지금 개후회한다...돈아깝고 시간아깝고 가족들이랑봣다가 중간에 끌뻔;; 내가보자고한거라 끝까지보긴했는데 욕나옴 평점 100프로 알바들임 센과치히로 시간을달리는소녀같은 영화 보고싶어서봤다가 피본 완전별로인영화,0
5009858,도저히 졸려서 못 보겠음. 다들 재밌으셨나요?,0
8191957,스필버그가 기획을 맡다니 꼭 봐야겠다,1
5702532,김남길이짱이여.,1
2785539,말도안되는 스토리 개연성부족...,0
7342078,좋은 배경설정과 소재로 이렇게 스릴감없고 지루한 영화가 나올수 있다니.. 참 좋은 소재인데 여기에 재미없이 다큐처럼 질질 끌게 아니라 중간중간 스토리만 수정했어도 좋은 스릴러 영화가 탄생했을텐데 정말 아쉽네;;,0
8774838,"이건 정말 영화가 아니었다.. 쓰레기였다ㅜ,ㅜ",0
2644708,10점짜리 재미는 찾을 수가 없었다.,0
10216552,내가 여기서 2점을 주도록 하지,0
6737606,이게뭐야 재미도없구만...,0
2069824,낚였다... 물랑주르 라는 제목만 보고...,0
1366205,군대 휴가나와서 눈물쏟으며 봤던 기억이 난다..,1
9969506,그러나 지금 이렇게 하얗게 늙어서도 지난 세월에서 떠오르는 수많은 얼굴 중에서 그 소녀의 얼굴이 가장 또렷한 게 부끄럽다 이 오랜 세월 동안 꿈에서 지울 수 없었던 얼굴 속세의 내 유일한 사랑이었던 그녀 그럼에도 지금까지 그녀의 이름을 알지 못한다,1
10253574,아픔답고 풍부한 영화. 감정이 넘친다.,1
8470831,가벼운 드라마들에 지쳤는데 간만에 묵직한 들마 조쿠나,1
9843333,흡입력있어 CG가 압권,1
9960396,장난까냐?? 살다살다 이렇게 뽱당한 영화든 첨보네!! 무슨 드라마도아니고 한편을 반으로 뚝 잘라서 상영하냐 나참 지들이 봐도 말이안되니까 전편이라는건 광고에서 쏙 빼버렸네,0
6453910,대한민국 최고의 드라마!!,1
9466752,마술인으로써 이영화를 봤을때 크리스토퍼 놀란이 얼마나 천재인지.... 정말 혀를 내두를 만큼 치밀하더군요....,1
3547412,왜 만들었는지.,0
1216312,인크레더블 센과 치히로의 행방불명 보다 수준 낮은 쓰레기영화,0
9637908,아들 사이코패스임? 남 죽을까봐 전전긍긍하더니 가족 죽고나서는 울지도 않음 무슨 개떡같은,0
5270907,역시 재밌군ㅋ,1
9529883,말이 필요없는 최고의 영화,1
6341691,화면이 너무 어두웠다.CG처리 날려먹기,0
9502195,보고나서 더 생각나는 영화,1
6837324,머랄까.. 완전 병맛스토리,0
9572966,"올드한 느낌의 영화, 영화적이지가 않다.",0
7411889,불륜영화..,0
7072781,시간 때우기용으로 보기에도 부족한 영화. 연기도 못하고 스토리도 지루함. 리뷰만 보고 시간 때우기용으로 봤다가 후회함.,0
1466269,"또 하나의 보물발견, 감각있는 대사 하나하나에 박수를!",1
7773918,진짜 지루하지도 않고 좋은데 솔직히 캐릭터들이 토이스토리 캐릭터들과 거의 비슷하긴함ㅋ,1
9115227,"긴장감,사실감,연기,구성,연출 ,재미 모두 뛰어나다. 미국의 애국심과 과도한 폭력이 거슬리지만 완벽한 영화가 어디있겠는가?",1
1998462,제목이 좀 이상하긴해도 재미있어 -_- 제목은 3점 수준의 네이밍,1
5690844,시간 아까운 영화,0
6928197,별로~~,0
7874306,7광구와 대적하면 우열을가리기 힘들겠는데,0
7920721,온갖 영화를 베껴서 만들어낸 잡스러움이 가득했다.,0
1650696,3편도 그렇지만 이 한편으로 슈퍼맨시리즈를 말아먹었다.,0
8047138,난진짜재밋게본드라마bb아직도문득생각남,1
8440466,보다나왔음ㅋㅋㅋㅋ보다나온건 처음이네,0
6449253,아웅~ 제목부터 에러였엉~,0
10091394,많은 걸 담아내려는 욕심이 보여서 보는데 불편함이 있었지만 그래도 두 남배우들 연기는 최고였고 감동적이고 보고나서 많은 걸 깨닫게 해주는 영화다 난 엄청 좋게 봄,1
4073362,ㅎㅎㅎ 농약을 먹이자!,1
8559254,간단히말해 스토리가 답답함 너무말도안되는스토리 주인공이 개판치는대 안걸리게 짜놓은스토리도엉성하고암튼 스토리가 최악,0
489037,한국적 정서가 묻어나는 최고의 수작!,1
652122,건질거라곤 노래 몇곡과 스타들의 옛모습 뿐..,0
3953979,감정은 알겠지만 어쩌다가 끝나는 영화 지루함 작품성이 있긴 있는 듯 하지만 지루함,0
76962,볼건 프레디 하나...,0
5047727,초반부는 풋풋한 느낌을 주다 후반으로 갈수록 늘어진다,0
10252070,돈주고 본다는게 아까움,0
8747849,해도해도 너무하네 진짜 ㅡㅡ,0
5607076,완소배우들ㅎㅎ류덕환씨 팬이여서 보기시작했다가 완전좋아진 드라마!!!,1
9917447,솔직히 초딩떄였나 중딩때였나 한번 봤었는데 먼말인지 모르고 맨 마지막에 꼬맹이 탱크 탄거만 기억났는데 다시 보니까 이런 명작이 없다. 진짜 이 작은 댓글란에 적기엔 너무도 명작. 이런 영화가 많았으면^^,1
9812714,천옌시 한국말 더빙한거 ㅋㅋㅋ 누가 한거냐 ㅋㅋㅋ 개어색해 ㅋㅋㅋ보다가 빵터짐 ㅋㅋㅋ,1
2757995,"액션영화를 이렇게 지루하게 밖에 못만드는데, 월터힐이 무슨 액션거장이라고",0
5379870,이야길 억지로 짜맞춘듯..설득력이 없다 그래도 소잰참신함 8점 초는되야될듯,1
9007370,진짜 레알 노잼.그리고 저땐 옛날인데 어떻게 오케이가 나옴?진짜 보지않는거 강추,0
8970736,다시보니 재밌네~ 고딩때도 재밌게봤었는데ㅋ,1
9685762,전쟁영화로 시작해서 다큐멘터리로 끝. 특히 해탈한 커츠를 만난 이후에 전하고자 하는 메세지는 알겠으나 뜬금없는 장면들의 나열로 점점 메세지에 힘을 잃어버림.,0
10159380,호불호가 갈릴듯..??,0
8813036,도대체 나쁜 리뷰는 왜 없지?ㅋ,0
8195774,이거죠~이거!!!!,1
5822616,"매기 큐 때문에 봤는데, 실망스럽군",0
6264192,제돈 주고 안 봤으니 망정.,0
8072486,올리버 스톤의 횡설수설...,0
4229713,펭귄 완전 웃겨 ㅋㅋㅋ,1
4990358,좀더많은 사람들이 이영화를 보고 장애인에대한 진정한 배려는무엇인지 알았으면한다,1
7433787,"2003년 추석 400만명을 동원했던 코미디영화, 진짜 이범수 개그는 인정할 수 밖에없다....처키부터 해서 개빵빵 터졌던 영화....조로증으로 외모만 30대인 10대를 잘도 소화해 냈다.",1
2254183,최고~!!,1
9295324,요즘에 볼 드라마가없어서 봤던거중에서뭘볼까생각했는데 이드라마가딱생각이났다 시청률이낮은게아쉽다이드라마를많은사람들이봤으면좋겠다는생각이들정도로좋은드라마였고 개인적으로난매우재미있게봤다 나오신분들도다너무좋았다,1
7729164,재개봉영화! 87년도에 관람을 했었어요. 스페인영화였나? 그랬는데 기대이하였죠.,0
4682022,아류나 2탄으로 보기에 너무 이쁘다,1
5432810,귀엽지만 심심한 내용...하치 캐릭터 어디서 봤더라...,0
8354317,이런 영화는 10점 줘야지.,1
5475809,이런 형편없는 영화에 3500원 지출하여 30분 감상에 눈물을 머금고 포기.,0
10277477,기대했던 영화인만큼 후회없고 지루함 없이 재밋게 봤어요!!!,1
1542496,"사와지리 에리카에 5점, 영화는 -2점이다 뷁",0
2059467,이런 삼류쓰레기영화가 3편까지나왓다니 퐝당 ~,0
5400412,약간 너무 많이 헤어지는 거같았음....ㅋ,1
10052084,신선한소재의 블랙코미디,1
4576249,별로 듣고 싶지않은 부부 이야기,0
4631128,결말한번 거창하도록 멋있다..,1
9305058,예상외였다. 이런 스토리였나? 재미자체가 없다. 미국인들에게 전쟁같은 참혹한 사건이었지만 아직 나는 그 높은 빌딩이 폭삭 주저 앉는다는건 물리학적으로 믿지 못한다. 영화가 전달할려는 메세지는 알겠으나 감춰진 의도가 불분명한건 명확하다.,0
5180068,아...정말 돈아깝다......조카들이랑 보러갔으며 조카들은 좋아했을듯..ㅡㅡ;;;,0
5100904,창술이 좋게 만든 영화,1
10140788,정말 재밋게 잘 봤습니다.,1
7989370,고전 영화의 재미!,1
9139068,옛다~~감독아4천원 적선한셈 친다.,0
7921594,진짜 내용 자체가 거지 같다. 좋은 소재를 가지고 이렇게 밖에는 영화를 못 만드나?,0
8521623,내가본영화중 최악두번다신 보고싶지않다,0
5331991,이런 영화를 과연 맨정신으로 만들고 촬영했을지 의문이다,0
10266579,재밌어요^^재밌어요^^,1
8888012,더 많은 사람들이 보고 깨닫는 바가 있었으면 합니다,1
1133062,"웬만..이후에나와 재미가별로..하지만,유민이랑조미령땜에봤다ㅋ",0
10184305,괴물영화치고 스토리 연출 탄탄 좀 매력적임한 두세번밨는데 볼때마다 다른듯,1
7531235,아마도 제작비는 다 빼돌리고 대충 찍은 쌈마이 SF물,0
6043016,여자는 몸매와 얼굴이다.,1
955091,자료화면으로 봤는데..,1
4165571,비현실적이라서 불편한건 참지만...아름답지 않다,0
8383544,그냥 딱 생각한만큼의 영화,0
8151232,쓰레기 영화인 것 같다. 그렇다.,0
1361903,왓더헬!?!,0
3317472,"당시 불법무자막비디오로 본데다가 난삽,혼란,상징범벅등...그러나 감명깊게본 영화",1
9816623,임주환 씨 연기도 잘하고 넘 멋있네요. 애절애절해ㅠ,1
3573291,피칠갑 유혈낭자 복수극보다 백배 낫다...,1
4359597,화면은 참 스탈리쉬하다 맞다,0
9553958,뭔가가 훅 지나간 느낌...,0
6978936,너무 재밌엌ㅋㅋㅋㅋㅋ 류승범 good,1
9633445,액션 너무 흐접.. 살파랑이나 흑권 생각하고 보다간 큰 코 다침 (7년전 저렇게 평 남겼는데 삭제하고 개봉후 평점에 개봉 기념으로 다시 남긴다. 난 개봉전/개봉후 중복으로 평 안 남겨),0
6403038,지루하다... 정말.......,0
6109437,어둡고 지루하고 무섭지도 않아서 수면제가 따로 없을 정도,0
3518753,ㅋㅋ재미있다,1
7028984,이게 왜 망했지... 힘든 촬영하신 우성씨 수고하셨어요.,1
9624265,더럽게 재미없음 ...ㅇ ㅔㅎ ㅕ,0
361976,"로맨스,액션,뮤지컬,철학이 조화를 이룬 이상적인 오락영화",1
9835084,당신 센세이션을 일으킨작품으로 청춘스타를 탄생시킨 영화,1
8462070,"연출,대본,연기 모두 만족스런 최고의 로코!!^^",1
1720687,신현준의 고군분투가 안쓰럽다,0
4899648,기대보다 나은데?ㅋㅋ그래서 난1점.,0
611956,7점인가,0
10089142,이게무슨짓이야!! 이게 이영화 평입니다.,0
6649708,워터월드 쇼에 비해서 영화는 별로라능,0
4174465,재밌었어,1
8495792,지극히 현실적인 갈등이라 보고 있자니 짜증이 아닌 웃음이 나온다,1
9153365,1점이라도 주는분들 정말 마음이 넓으시군요. 전 절대로 점수 못주겠음.. 아 근데 0점은 못주나보네? 썩을.. 1점같이 보이지만 이건 0점임,0
2073848,good,0
4186562,저에게는 불후의 명작...지금봐도 재밌고 정말 귀여운 캐릭터죠,1
7414576,Hell을 독일식으로 읽지말고...미국식으로 읽자...,0
9675924,2월7일에 보고 댓글단다 ㅋㅋ 쥬라기공원이 대단한걸느낀다 ㅋㅋㅋㅋ 14년개봉인데ㅋ 와 대박,0
1459017,홍콩에서 우려먹고 싶지 않아서 서울에서 우려먹는 치사한 영화,0
9736166,"자신감을 심어주는 영화, 볼까말까 고민했는데 보길 너무 잘했다.",1
8515935,동물농장화이팅! ! !,1
5678773,한 마디로 개잡.놈/년.들의 이야기.,0
8643598,솔직히 이건 팬으로서가 아니라 내용도 괞찬고 출현진의 연기도 괞찬응,1
4019755,힘내세요 화이팅 ^.^,1
8667419,투표권에 대해 올바른 인식을 갖게해주는 영화 나 하나 안한다고 해서가 아닌 나 하나로 바뀌는 세상을 그린영화 재미있게 잘봄,1
6528170,전반적으로 지루함. 엔딩마저 섬뜩한 맛이 없음;,0
8758770,와 6점이라니 시간낭비같네요.. 중간중간 내용 전개도 매끄럽지 않고 그냥 보면서 어이없엇네요,0
1293285,"아름답고 따뜻한 컨트리,가스펠선율과 배우들의 행복한하모니",1
9340112,근본적으로 시나리오와 연출력의 부재. 유아인 김해숙 두 배우만 믿고 가려다 망한 영화,0
9705514,상영관이 부족한 게 참 아쉽다. 보고 있으면 어느새 미소가 지어져있는 영화.,1
4890164,재밌엉~~~,1
7173603,"사람들은 '있어보이는 것'에 감탄한다. 하지만 그럴듯해보이는 그 것의 핵심이 비어있다 할 지라도 구별할 능력은 없다. 우리 역시 비어있기 때문. 겉으로 보기엔 그럴 듯한, 하지만 실상은 극과 극인 OO와 티에리의 작품은 다시 한번 우중을 비웃는다.",1
7679328,가장 아쉬운 점은 신사참배한 배우를 남주로 썼다는 것.,0
7116632,짱짱,1
9985619,10점 주신 분들 진짜 재밌었나요?? ㅠㅠ 진짜 모든면에서 어설픈 좀비 영화입니다.,0
5532632,"주인공들의 연기력도 훌륭하고, 모처럼 재밌게 봄!! :)) 남주 완전 멋있음 ㅋㅋ",1
7201815,역시 내 예상이 틀리지 않는 영화 ㅉ,0
220666,마지막 경찰포위속에서 춤추며 총 집는 씬!! 카~~ 예술이지,1
9743904,"영화도 재미없지만 김영호 씨가 주연이란게...주연이나 그급으로 나온 영화나 드라마 봤는데 정말 못봐주겠다. 그러니 요세는 주연못하는 거겠지...반면 조연이나, 단역이라도 언기력이 된다면 언젠가 기회는 온다. 김영호씨는 아침드라마 조연정도가 어울림.기황",0
9208939,직원들이 하도 잼있다길래 페루편 추석때 몰아보고 완전 반한 프로예요. 일부러 약속도 캔슬하고 불금에 일찍 들어와서 본방사수 했네요.tvn 본방사수는 처음이예요. 잘생긴 아가들이 그지되니까 더 잼있어요. 나PD님! 완전펜이예요.,1
3905655,스토리건 연출이건 뭐가 툭툭툭 치고 나오다가 끝난다. 아 이건아니다..,0
4587964,조 나오는영화는 거의다 졸립다..그래도 본다는...,0
8184127,"1편은 어느 정도 이해할만한 이야기였지만, 2편은 거의 판타지에 가까울 정도로 현실성이 없다. 톡톡 튀는 재미와 리즈 위더스푼의 매력은 1편이 더 좋았다.",0
2341188,또 볼 겁니다. 최고였어요.,1
8487930,이영화는 따라할수가없는영화다,1
7547727,남자만 봐라 ..여자는 이해 못한다 ...남성적 관점에서 볼때 9점이하는 ..여자 이거 나 ...게이다 개봉한지 23년이 지났어도 의리 는 영원하다,1
10070906,정말로 재미있었습니다,1
3279841,우연히 tv를 돌려보다가 사로잡혔다. 최근 10년간 본 코미디 영화 중 최고,1
4779193,정말 재미가없었다. 유치원생들이나 초등학생들이 보면 좋은도움이 될것같다.,0
106355,보고 10따,1
502234,장인 정신으로만 똘똘뭉치면 한국은 살만한가?,0
8329695,전편에 이어 재밌네요.,1
6645660,다짜고짜 떠나서 뜬금없이 전개되는 모험,0
9283239,"아마 여자들에겐 흥미롭게 느껴질 장면이 있지만, 너무나 전형적인 할리우드 영화들처럼 손쉽고 진부한 진행과 공감되지 않는 갈등 해결은 실망스럽다.",0
8616917,주어진 삶에 순종할 수 밖에 없는 소시민의 작은 일탈과 소망을 표현한 걸작...결국엔 순수한 사랑도 속으로 묻을 수 밖에 없는 체념적 운명을 보여주는 보석처럼 빛나는 매스터피스.,1
9461288,지루하고 재미없다...,0
9492005,니네가막대하는팬들이 니네시청자야 가위바이보로순서?하참웃겨서 ㅋ,0
1443599,매력적이고 우아한 복고풍 로맨틱 코미디.나름대로 멋지다,1
9439603,원작이 있으면 원작에 기초하여 만들어야하는거 아닌가요? 원작 매력이 하나도 ...,0
10165293,그냥 보샘 말이필요없음,1
9904726,어리석고 나약하지만 아름답기도한 인생사...연출과 영상미 모두 10점!!,1
7967934,"학창시절에,졸업앞두고 한친구가 비디오를가져와서 비디오를반전체합의하에 봤는데, 그게사실, 약간부적적한 내용의비디오였는데, 한친구가 그걸 엄마한테 이르는 바람에 그애만빼고 반전체에 기합받은기억이난다. 내가하고자하는말은, 그냥 넘어가도 될일을OO이 만듦",1
6617774,여인의 향기와 이야기 구성이 비슷함.,1
8324845,김세윤 최강희 이동진 이화정 << 무슨 영화 얼마나 존문가랍시고 지들멋대로 평점쳐날리네 한국영화에는 돈쳐받고 10점날리고 돈쳐받고 외화에 평점테러하는년들 쓰레기년들 자살추천한다 내가 니들보다 영화더알아 쓰레기년들 이런명화에 저따위개소리를 입에재갈물린다,1
9822965,3편이 정말 정말 정말 제일 첩보의 획을 그은 본 시리즈,1
3436433,최고~ 서부영화의 최고봉,1
8643940,정말 놀랍다. 어떻게 주연4명이 다 국어책을 읽는다.,0
9850524,전설의 시작과 동시에 끝,1
1608883,최고,1
8848024,실리와 욕망을 놓고 저울질하는 추악한 본능,1
9749593,별 생각없이 봤다가 생각보다 훨씬 무섭고 재밌어서 놀람좁은 철장집에서 하는거라곤 하루종일 쳇바퀴를 돌리는 해피의모습과 하루종일 갇혀서 스케줄대로만 행동하는 아들의 모습이 겹쳐보였다요즘 나오는 한국공포영화보다 훨씬 낫다,1
8213077,기존 세계관의 심각한 훼손과 방향을 잃은 주제 의식뿐 아니라 발전 없는 퀄리티까지 기존의 팬이라면 보고 후회함,0
10193800,밀라여보비치~~~~,0
7095013,최악이다..내용이 없다..,0
10013717,엄청 기대하고 봤는데 시간 아까워 죽는줄;;; 감동도 없고 재미도 없고 이걸 영화라고 만든건지,0
303422,정말정말재미있습니다,1
5285014,웃겨죽을뻔함ㅋㅋㅋㅋ,1
457793,장난하냐?이게 영화냐?드라마지,0
8214391,색즉시공은 웃기기라도 하지..,0
10020697,종합 평점은 4점 드립니다.,0
7703904,먹먹하더군요....예전에 학교봉사로 요양원 같을때 억지로 생각하지 않으려던 그것을 극단까지 본것 같습니다 사람은 왜 저렇게 약해지고 혼자살수 없을 때 죽는걸까요.. 그러한 슬픔 그리고 이파오의 인생은 무상한걸까 뭐 그런생각 하면서..우울하면 보지마세요,1
9672062,;;; 이걸왜 10점임?;; 아.. 1점도아까움..,0
8515062,재밌어여 텐같은 드라마 원했는데 텐과는 다른 재미네요ㅎㅎ 화이팅,1
8631652,난 두시간짜리 공익광고를 봤다,0
835415,내가 워낙 애니를 좋아해서^^볼만하다.,1
4787884,이미 4년전에 개봉한걸 괜히 악평늘어놓는 밑의 글보고 빵터짐 푸하하 할일도 없나봐,1
6103711,끝이허무하지만 정말 재밋게봤습니다 몰입감이 장난이아니군요,1
8800405,전 노래에 만족합니다~~ㅎㅎㅎ,1
8937118,소설을 안 보고 보면 최악. 보고 보면 코미디 영화.,0
291099,많은 생각을 하게해주는 영화...,1
8850302,실화라서 놀랍네요..,1
7576749,글쎄...,0
2006808,(구)성이나 연출이 매우 (미)진한 (호)러물...,0
8840643,OOO들아 이제 그만해~~,0
7137415,그놈의 박철수란 이름 언제까지 우려먹을지...후배 영화 감독들 보기 안쪽팔린가...,0
6760032,별점 반개도 아깝다,0
9896702,"가장 따뜻한 블루를 가진 아델의 아름다운 성장기,,, 영화를 보고나니 이토록 섬세하고 자연스러운 씬을 연출한 감독이 남자라서 더욱 놀랍네요",1
9825149,12세라고?.... 아무리 임권택 감독님 좋아하지만 소문의 진상은 모르겠지만 이건 좀 아니다....,0
7347559,"극장영화가 아니라 TV영화임! 이러한 2시간 영화를 찍을려고 해도 몇달동안 무더운 여름에 밤, 낮, 새벽 가리지 않고 잠도 제대로 자지 못하고 먹을것 제대로 먹지도 못하며 열심히 촬영하신 신인감독과 신인배우들에게 노고와 격려를 보냅니다!!",1
3855265,최악.,0
10163915,"우리나라사람들처럼 동기화? 잘 되는 민족도 없을것 같다. 개봉초에는 수작이라고 극찬하고,평점 10점 도배하고, 안티하면 개까이고 ㅋㅋ... 지금은 오히려 디워 칭찬하면 개까이는 분위기..",0
7789222,"이런 영화로 좌파,우파 따지지 마세요...좋은 영화네요.....",0
8712975,다이애나를 평민으로 만든 영화,0
6340669,불후의명곡이라...근데 도대체 선정근거가 뭔지?그냥 옛날 노래면 다 짱드셈?이런거?,0
7778898,14화 쩔었다죠 ㄷ,1
4184958,강기준!? 땜에 봐야겠네....어흐~ㅎㅎ,1
9135330,후크는 내가 초딩2학년(현재 난 29살) 때 본 영화로 내 인생 최고의 걸작이었다! 어른이 되어 빡빡한 회사원으로 사는 피터팬을 찾아온 팅커벨 그리고 그림자의 향수는 아직도 생생하다. 헌데 지금 나는 꿈을 잃은 피터팬처럼 매일 하루하루를 살고 있다.,1
7445232,피곤한 새벽에 보니 한시간 반 보는것도 지쳐버림,0
1877638,"이건 머 전부 30세 금 변태 게이 영화 ,,",0
9587592,"몰입감 있는 스토리 전개, 거추장스러운 군더더기가 없는 스토리, 깔끔한 연재 만화 영화였다.",1
9991574,몇번을 봐도 명작이다....,1
5556440,어려운영화 여운이 많이 남는영화,1
9650179,"솔직히 은행나무침대, 쉬리 등등의 영화가 나오기 전까지 영화라고 불릴만한 한국영화가 몇편이나 있었겠나.. 시나리오 자체가 쓰레긴데.. 이 영화도 7번방 수준의 쓰레기 한국형 신파극일 뿐.. 단순히 오래됐다고 명작은 아니지..",0
10261402,고3이라 진짜 큰맘먹고 보러갔는데 스트레스가 풀리기는 커녕 후회중,0
9143889,인간적으로 샛별이 빨리 중국보냅시다. 저 러브라인은 말도 막걸리도 아니잖아 솔직히. 떳떳히 사는 이유를 파괴하는 개막장 현실성제로 러브라인이다 진짜ㅡㅡ 저 딴 신데렐라 스토리 집어치우시길,0
7869824,제가 아끼는 영화 중 한 편입니다서정적이고 아름다운 영화인 것 같아요좋아하는 감독님과 배우들.모두 좋았어요! 추천합니다.^^,1
9862575,우익작가의 작품인데도 그저 재밌는 애니면 그런거 신경안쓰고 낄낄거리며 보는 애들을 보면 너무 단순해서 한심하다. 재미보다 더 중요한게 있지 않나?,0
8359338,어음...이거 다 보고 딱 생각난대사가 ...뭐지...? 왜 이렇게 갑자기 끝나? 라고밖에 생각이 안나네요....배우들 연기도 조금 어색한것같고 너무 갑자기 끝나서 많이 당황했어요.,0
4364623,뭘 봐도 웃지 않았던 내가 이걸 보고 웃음을 찾았다 ㅋㅋ,1
9761146,진짜 몰입감 쩌는 드라마네. 김래원 조재현 을 비롯한 모든 연기자들 연기 대박임!,1
7097956,아 진짜 윤혜영연기못봐주겠네 도통몰입이안됨,0
5810018,아.. 챙피해 ㅠ.ㅠ 제발 수출은 하지 말기를... ㅠ.ㅠ,0
4447545,대박!!! 미친듯이 웃다가 라이브장면에서는 심장이 터져버리는줄 알았다!!정말최고!!!,1
9988966,삼류 개그 영화인줄 알고 봤는데 생각보다 재미있었다.,1
9054121,조선시대 영화중에 가장 재미있었던거 같은데..평점이 왜 낮은지 모르겠다. 10점 주고 간다,1
9168306,"분명한거고 당연한 만남이지만, 이루어질 수 없는 민족",1
6904848,재미 더럽게없음!! 1점준것중에 한국영화 죄다 10점준 매미 OO있네..,0
7034602,결코 끊어낼 수 없는 족쇄. 하지만 그 불가분성이 우리를 구원해준다.,1
6841978,재밌게 잘 보고있어요..,1
10213474,평점보쏘. 한심하다진짜. 질높은 퀄리티가 느껴지지 않는가? 곡성이 기다려지는 이유는 오로지 나홍진이기 때문. 도대체 올해안에 개봉하긴 함? 너무 기다리게한다..,1
6988715,"설익은 성장 드라마.. 이런류의 영화는 일본영화중에 너무많아서 ;; , 왠만한 감성으로 들이대도 통속적으로 느껴진다.",0
9865367,진짜 한시도 긴장감을 놓칠 수 없었고 지루할 틈이 없었다 우리나라 조폭영화중 가장 1위,1
9730108,재밌당 오정세 진짜 웃기고 매력있네요,1
8470471,더빙 진짜 못들어주겠다...,0
1508374,영규형싸랑해!! 넘넘환상적이셨어요!! *^^*,1
7799993,제작비가 정말로 아까운 영화.쓰레기 영화라는게 이런거구나..깨닫게 해준다.1점도 아까운 영화임.,0
6760837,몇번을 봐도 질리지 않는 매력적인 영화,1
5873099,좋아요,1
6340499,여운이남는영화...너무슬프다 ...단순한에로영화랑은 차원이다른영화,1
1628833,난 재밌게 밨는데?,1
6185704,완전재미있고감동,1
8680071,에라이! 빵점영화네요,0
6092499,오늘날 남녀노소를 막론하고 알고있는 인간의존엄성..하지만 예나지금이나 국가는...,1
8257744,ㅉㅉㅉㅉ한심하다정말,0
8216953,이게 독립영화냐 쓰레기냐? 내용도 어이없지만 연기마저 우습다,0
9634663,강인 개 극혐이다 토나온다 진심,0
9147923,돈내고보기아깝네..옛날에만든영화인줄,0
5186308,"모짜르트와 바하를, 비틀즈 그리고 나를... 첫 독백을 듣는 것만으로도...",1
2107443,뭐이딴 쓰레기영화가다있어,0
131862,영화재미있음~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,1
8835711,볼때마다 재밌는 영화! 재미와 감동 다~잡았다 그리고 이 영화는 성형에 포커스를 두는것보다 꿈과 희망에 중점을 두는게 더 재밌다! 외모지상주의에 대한 교훈도 주는 영화,1
5837155,개인적으로 괜찮았던 작품.,1
